#Select performance Single Thread
# - Quantidade,  Tempo,  Select/segundo

100		2.1	47.619
200		4.29	46.62
300		6.11	49.099
400		8.02	49.87
500		10.49	47.664
600		13.21	45.42
700		15.96	43.859
800		18.76	42.64
900		21.38	42,095
1000		24.6	40.65

