#Delete performance Single Thread
# - Quantidade,  Tempo,  delete/segundo

100		5.7	17.543
200		11.56	17.3
300		17.43	17.21
400		23.53	16.99
500		29.86	16.74
600		35.86	16.73
700		42.9	16.31
800		50.2	15.93
900		57.1	15.76
1000		64	15.625

