#Insert performance Single Thread
# - Quantidade,  Tempo,  	Insert/segundo

100		5	20
200		10.11	19.782393
300		15.19	19.7498
400		19.98	19.98
500		25.36	19.71
600		30.99	19,361
700		36.1	19.390
800		41,33	19,356
900		46.59	19,317
1000		51.8	19.305

